==========
Student ID:6797948
Student name:Antoine EDY
UUID:f83133b9-486f-412c-9ae1-d170fe815305
Experiment time:2024-04-25 15:15:44
==========
==========
Args:Namespace(root='/content', source_names=['veri'], target_names=['veri'], workers=4, split_id=0, height=224, width=224, train_sampler='RandomSampler', random_erase=False, color_jitter=False, color_aug=False, optim='amsgrad', lr=0.0003, weight_decay=0.0005, momentum=0.9, sgd_dampening=0, sgd_nesterov=False, rmsprop_alpha=0.99, adam_beta1=0.9, adam_beta2=0.999, max_epoch=10, start_epoch=0, train_batch_size=64, test_batch_size=100, lr_scheduler='multi_step', stepsize=[20, 40], gamma=0.1, label_smooth=False, margin=0.3, num_instances=4, lambda_xent=1, lambda_htri=1, arch='mobilenet_v3_small', no_pretrained=False, load_weights='', evaluate=False, eval_freq=-1, start_eval=0, test_size=800, query_remove=True, print_freq=10, seed=1, resume='', save_dir='logs/mobilenet_v3_small-veri', use_cpu=False, gpu_devices='0', visualize_ranks=False, use_avai_gpus=False, random_translation=False, random_horizontal=False)
==========
Currently using GPU 0
Initializing image data manager
=> Initializing TRAIN (source) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------
=> Initializing TEST (target) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------


  **************** Summary ****************
  train names      : ['veri']
  # train datasets : 1
  # train ids      : 576
  # train images   : 37778
  # train cameras  : 20
  test names       : ['veri']
  *****************************************


Initializing model: mobilenet_v3_small
Model size: 0.927 M
=> Start training
Epoch: [2][190/590]	Time 0.095 (0.087)	Data 0.0002 (0.0022)	Xent 1.8514 (2.3175)	Htri 0.0659 (0.1506)	Acc 54.69 (50.32)	
Epoch: [2][200/590]	Time 0.087 (0.087)	Data 0.0002 (0.0021)	Xent 2.0466 (2.3042)	Htri 0.0305 (0.1495)	Acc 53.12 (50.56)	
Epoch: [2][210/590]	Time 0.082 (0.087)	Data 0.0003 (0.0020)	Xent 1.7892 (2.2880)	Htri 0.2840 (0.1473)	Acc 60.94 (50.91)	
Epoch: [2][220/590]	Time 0.083 (0.087)	Data 0.0003 (0.0019)	Xent 1.9803 (2.2766)	Htri 0.2427 (0.1469)	Acc 53.12 (51.03)	
Epoch: [2][230/590]	Time 0.084 (0.087)	Data 0.0003 (0.0018)	Xent 1.9994 (2.2606)	Htri 0.0038 (0.1452)	Acc 50.00 (51.43)	
Epoch: [2][240/590]	Time 0.084 (0.087)	Data 0.0003 (0.0018)	Xent 1.9862 (2.2472)	Htri 0.0039 (0.1432)	Acc 51.56 (51.69)	
Epoch: [2][250/590]	Time 0.083 (0.087)	Data 0.0003 (0.0017)	Xent 1.8004 (2.2335)	Htri 0.0985 (0.1422)	Acc 60.94 (51.92)	
Epoch: [2][260/590]	Time 0.084 (0.087)	Data 0.0003 (0.0016)	Xent 1.7893 (2.2190)	Htri 0.0000 (0.1407)	Acc 54.69 (52.19)	
Epoch: [2][270/590]	Time 0.082 (0.087)	Data 0.0003 (0.0016)	Xent 1.8994 (2.2050)	Htri 0.0000 (0.1395)	Acc 54.69 (52.47)	
Epoch: [2][280/590]	Time 0.085 (0.087)	Data 0.0003 (0.0016)	Xent 1.9001 (2.1915)	Htri 0.2097 (0.1401)	Acc 53.12 (52.71)	
Epoch: [2][290/590]	Time 0.086 (0.087)	Data 0.0003 (0.0015)	Xent 1.7613 (2.1761)	Htri 0.0394 (0.1385)	Acc 62.50 (53.07)	
Epoch: [2][300/590]	Time 0.084 (0.087)	Data 0.0002 (0.0015)	Xent 1.6782 (2.1620)	Htri 0.0784 (0.1379)	Acc 64.06 (53.32)	
Epoch: [2][310/590]	Time 0.086 (0.087)	Data 0.0002 (0.0014)	Xent 1.6227 (2.1473)	Htri 0.0768 (0.1386)	Acc 59.38 (53.66)	
Epoch: [2][320/590]	Time 0.087 (0.087)	Data 0.0002 (0.0014)	Xent 1.7304 (2.1351)	Htri 0.0265 (0.1389)	Acc 59.38 (53.87)	
Epoch: [2][330/590]	Time 0.086 (0.087)	Data 0.0003 (0.0014)	Xent 1.6918 (2.1208)	Htri 0.0562 (0.1382)	Acc 64.06 (54.19)	
Epoch: [2][340/590]	Time 0.084 (0.087)	Data 0.0003 (0.0013)	Xent 1.7384 (2.1073)	Htri 0.1560 (0.1395)	Acc 59.38 (54.41)	
